"","ID","DateTime","Date","Time","names","NPQ","Pulse"
"122"," 13-6-2021 23:12:16 ",2021-06-13 23:12:16," 13-6-2021","23:12:16 ","NPQ_3",0.346509274873524,420
"123"," 13-6-2021 23:12:16 ",2021-06-13 23:12:16," 13-6-2021","23:12:16 ","NPQ_4",0.268636796949476,600
"124"," 13-6-2021 23:12:16 ",2021-06-13 23:12:16," 13-6-2021","23:12:16 ","NPQ_5",0.171753932848086,1200
"125"," 13-6-2021 23:12:16 ",2021-06-13 23:12:16," 13-6-2021","23:12:16 ","NPQ_6",0.0944678984593454,1800
"126"," 13-6-2021 23:12:16 ",2021-06-13 23:12:16," 13-6-2021","23:12:16 ","NPQ_7",0.0550182337085778,2400
"127"," 13-6-2021 23:23:42 ",2021-06-13 23:23:42," 13-6-2021","23:23:42 ","NPQ_1",0.832567849686848,120
"128"," 13-6-2021 23:23:42 ",2021-06-13 23:23:42," 13-6-2021","23:23:42 ","NPQ_2",0.58820336529763,300
"129"," 13-6-2021 23:23:42 ",2021-06-13 23:23:42," 13-6-2021","23:23:42 ","NPQ_3",0.428555929261148,420
"130"," 13-6-2021 23:23:42 ",2021-06-13 23:23:42," 13-6-2021","23:23:42 ","NPQ_4",0.279591836734694,600
"131"," 13-6-2021 23:23:42 ",2021-06-13 23:23:42," 13-6-2021","23:23:42 ","NPQ_5",0.205382890099327,1200
"132"," 13-6-2021 23:23:42 ",2021-06-13 23:23:42," 13-6-2021","23:23:42 ","NPQ_6",0.185949110560685,1800
"133"," 13-6-2021 23:23:42 ",2021-06-13 23:23:42," 13-6-2021","23:23:42 ","NPQ_7",0.17730686695279,2400
"134"," 13-6-2021 23:35:36 ",2021-06-13 23:35:36," 13-6-2021","23:35:36 ","NPQ_1",0.848818697064255,120
"135"," 13-6-2021 23:35:36 ",2021-06-13 23:35:36," 13-6-2021","23:35:36 ","NPQ_2",0.53437978965171,300
"136"," 13-6-2021 23:35:36 ",2021-06-13 23:35:36," 13-6-2021","23:35:36 ","NPQ_3",0.459114439362718,420
"137"," 13-6-2021 23:35:36 ",2021-06-13 23:35:36," 13-6-2021","23:35:36 ","NPQ_4",0.384453981878875,600
"138"," 13-6-2021 23:35:36 ",2021-06-13 23:35:36," 13-6-2021","23:35:36 ","NPQ_5",0.307453276289124,1200
"139"," 13-6-2021 23:35:36 ",2021-06-13 23:35:36," 13-6-2021","23:35:36 ","NPQ_6",0.254190426818732,1800
"140"," 13-6-2021 23:35:36 ",2021-06-13 23:35:36," 13-6-2021","23:35:36 ","NPQ_7",0.235088913468902,2400
"141"," 13-6-2021 23:47:30 ",2021-06-13 23:47:30," 13-6-2021","23:47:30 ","NPQ_1",0.918855266914074,120
"142"," 13-6-2021 23:47:30 ",2021-06-13 23:47:30," 13-6-2021","23:47:30 ","NPQ_2",0.520241999321497,300
"143"," 13-6-2021 23:47:30 ",2021-06-13 23:47:30," 13-6-2021","23:47:30 ","NPQ_3",0.430844553243574,420
"144"," 13-6-2021 23:47:30 ",2021-06-13 23:47:30," 13-6-2021","23:47:30 ","NPQ_4",0.355738200887455,600
"145"," 13-6-2021 23:47:30 ",2021-06-13 23:47:30," 13-6-2021","23:47:30 ","NPQ_5",0.284185891006352,1200
"146"," 13-6-2021 23:47:30 ",2021-06-13 23:47:30," 13-6-2021","23:47:30 ","NPQ_6",0.212600911017905,1800
"147"," 13-6-2021 23:47:30 ",2021-06-13 23:47:30," 13-6-2021","23:47:30 ","NPQ_7",0.159922346850733,2400
"148"," 14-6-2021 0:00:17 ",2021-06-14 00:00:17," 14-6-2021","0:00:17 ","NPQ_1",0.626863446630888,120
"149"," 14-6-2021 0:00:17 ",2021-06-14 00:00:17," 14-6-2021","0:00:17 ","NPQ_2",0.408431920843192,300
"150"," 14-6-2021 0:00:17 ",2021-06-14 00:00:17," 14-6-2021","0:00:17 ","NPQ_3",0.332044918219546,420
"151"," 14-6-2021 0:00:17 ",2021-06-14 00:00:17," 14-6-2021","0:00:17 ","NPQ_4",0.260355712965815,600
"152"," 14-6-2021 0:00:17 ",2021-06-14 00:00:17," 14-6-2021","0:00:17 ","NPQ_5",0.193155727249535,1200
"153"," 14-6-2021 0:00:17 ",2021-06-14 00:00:17," 14-6-2021","0:00:17 ","NPQ_6",0.158820614469772,1800
"154"," 14-6-2021 0:00:17 ",2021-06-14 00:00:17," 14-6-2021","0:00:17 ","NPQ_7",0.148253367003367,2400
"155"," 14-6-2021 0:12:35 ",2021-06-14 00:12:35," 14-6-2021","0:12:35 ","NPQ_1",0.78336342174698,120
"156"," 14-6-2021 0:12:35 ",2021-06-14 00:12:35," 14-6-2021","0:12:35 ","NPQ_2",0.519223944161836,300
"157"," 14-6-2021 0:12:35 ",2021-06-14 00:12:35," 14-6-2021","0:12:35 ","NPQ_3",0.4132276879058,420
"158"," 14-6-2021 0:12:35 ",2021-06-14 00:12:35," 14-6-2021","0:12:35 ","NPQ_4",0.286644624787095,600
"159"," 14-6-2021 0:12:35 ",2021-06-14 00:12:35," 14-6-2021","0:12:35 ","NPQ_5",0.193383514543258,1200
"160"," 14-6-2021 0:12:35 ",2021-06-14 00:12:35," 14-6-2021","0:12:35 ","NPQ_6",0.154959978415325,1800
"161"," 14-6-2021 0:12:35 ",2021-06-14 00:12:35," 14-6-2021","0:12:35 ","NPQ_7",0.139991122947182,2400
"162"," 14-6-2021 16:29:08 ",2021-06-14 16:29:08," 14-6-2021","16:29:08 ","NPQ_1",0.811651131824234,120
"163"," 14-6-2021 16:29:08 ",2021-06-14 16:29:08," 14-6-2021","16:29:08 ","NPQ_2",0.356548182860561,300
"164"," 14-6-2021 16:29:08 ",2021-06-14 16:29:08," 14-6-2021","16:29:08 ","NPQ_3",0.279794939328379,420
"165"," 14-6-2021 16:29:08 ",2021-06-14 16:29:08," 14-6-2021","16:29:08 ","NPQ_4",0.216514663805436,600
"166"," 14-6-2021 16:29:08 ",2021-06-14 16:29:08," 14-6-2021","16:29:08 ","NPQ_5",0.167353067353067,1200
"167"," 14-6-2021 16:29:08 ",2021-06-14 16:29:08," 14-6-2021","16:29:08 ","NPQ_6",0.143415413059921,1800
"168"," 14-6-2021 16:29:08 ",2021-06-14 16:29:08," 14-6-2021","16:29:08 ","NPQ_7",0.124979328592691,2400
"169"," 14-6-2021 16:41:24 ",2021-06-14 16:41:24," 14-6-2021","16:41:24 ","NPQ_1",0.91300568371782,120
"170"," 14-6-2021 16:41:24 ",2021-06-14 16:41:24," 14-6-2021","16:41:24 ","NPQ_2",0.392368715627586,300
"171"," 14-6-2021 16:41:24 ",2021-06-14 16:41:24," 14-6-2021","16:41:24 ","NPQ_3",0.305631617378605,420
"172"," 14-6-2021 16:41:24 ",2021-06-14 16:41:24," 14-6-2021","16:41:24 ","NPQ_4",0.229067319671779,600
"173"," 14-6-2021 16:41:24 ",2021-06-14 16:41:24," 14-6-2021","16:41:24 ","NPQ_5",0.178052295655755,1200
"174"," 14-6-2021 16:41:24 ",2021-06-14 16:41:24," 14-6-2021","16:41:24 ","NPQ_6",0.159432624113475,1800
"175"," 14-6-2021 16:41:24 ",2021-06-14 16:41:24," 14-6-2021","16:41:24 ","NPQ_7",0.151823818342862,2400
"176"," 14-6-2021 16:54:36 ",2021-06-14 16:54:36," 14-6-2021","16:54:36 ","NPQ_1",0.696170747018205,120
"177"," 14-6-2021 16:54:36 ",2021-06-14 16:54:36," 14-6-2021","16:54:36 ","NPQ_2",0.352653242852375,300
"178"," 14-6-2021 16:54:36 ",2021-06-14 16:54:36," 14-6-2021","16:54:36 ","NPQ_3",0.296406866403668,420
"179"," 14-6-2021 16:54:36 ",2021-06-14 16:54:36," 14-6-2021","16:54:36 ","NPQ_4",0.226261913166255,600
"180"," 14-6-2021 16:54:36 ",2021-06-14 16:54:36," 14-6-2021","16:54:36 ","NPQ_5",0.140244760163173,1200
"181"," 14-6-2021 16:54:36 ",2021-06-14 16:54:36," 14-6-2021","16:54:36 ","NPQ_6",0.106520453201074,1800
"182"," 14-6-2021 16:54:36 ",2021-06-14 16:54:36," 14-6-2021","16:54:36 ","NPQ_7",0.0919622810956444,2400
"183"," 14-6-2021 17:06:09 ",2021-06-14 17:06:09," 14-6-2021","17:06:09 ","NPQ_1",0.432388094680103,120
"184"," 14-6-2021 17:06:09 ",2021-06-14 17:06:09," 14-6-2021","17:06:09 ","NPQ_2",0.289859660230031,300
"185"," 14-6-2021 17:06:09 ",2021-06-14 17:06:09," 14-6-2021","17:06:09 ","NPQ_3",0.255417479716545,420
"186"," 14-6-2021 17:06:09 ",2021-06-14 17:06:09," 14-6-2021","17:06:09 ","NPQ_4",0.184266614997094,600
"187"," 14-6-2021 17:06:09 ",2021-06-14 17:06:09," 14-6-2021","17:06:09 ","NPQ_5",0.158727901796294,1200
"188"," 14-6-2021 17:06:09 ",2021-06-14 17:06:09," 14-6-2021","17:06:09 ","NPQ_6",0.153370760013209,1800
"189"," 14-6-2021 17:06:09 ",2021-06-14 17:06:09," 14-6-2021","17:06:09 ","NPQ_7",0.151632201234161,2400
"190"," 14-6-2021 17:17:33 ",2021-06-14 17:17:33," 14-6-2021","17:17:33 ","NPQ_1",0.67879060020955,120
"191"," 14-6-2021 17:17:33 ",2021-06-14 17:17:33," 14-6-2021","17:17:33 ","NPQ_2",0.289714252860346,300
"192"," 14-6-2021 17:17:33 ",2021-06-14 17:17:33," 14-6-2021","17:17:33 ","NPQ_3",0.263703453326573,420
"193"," 14-6-2021 17:17:33 ",2021-06-14 17:17:33," 14-6-2021","17:17:33 ","NPQ_4",0.227737945377921,600
"194"," 14-6-2021 17:17:33 ",2021-06-14 17:17:33," 14-6-2021","17:17:33 ","NPQ_5",0.185561016859574,1200
"195"," 14-6-2021 17:17:33 ",2021-06-14 17:17:33," 14-6-2021","17:17:33 ","NPQ_6",0.153850110591019,1800
"196"," 14-6-2021 17:17:33 ",2021-06-14 17:17:33," 14-6-2021","17:17:33 ","NPQ_7",0.129279097865485,2400
"197"," 14-6-2021 17:29:56 ",2021-06-14 17:29:56," 14-6-2021","17:29:56 ","NPQ_1",0.646872139151663,120
"198"," 14-6-2021 17:29:56 ",2021-06-14 17:29:56," 14-6-2021","17:29:56 ","NPQ_2",0.433489162770931,300
"199"," 14-6-2021 17:29:56 ",2021-06-14 17:29:56," 14-6-2021","17:29:56 ","NPQ_3",0.381032806182507,420
"200"," 14-6-2021 17:29:56 ",2021-06-14 17:29:56," 14-6-2021","17:29:56 ","NPQ_4",0.309140306617504,600
"201"," 14-6-2021 17:29:56 ",2021-06-14 17:29:56," 14-6-2021","17:29:56 ","NPQ_5",0.231471339905075,1200
"202"," 14-6-2021 17:29:56 ",2021-06-14 17:29:56," 14-6-2021","17:29:56 ","NPQ_6",0.179009918294228,1800
"203"," 14-6-2021 17:29:56 ",2021-06-14 17:29:56," 14-6-2021","17:29:56 ","NPQ_7",-0.00717465690422753,2400
"204"," 14-6-2021 17:41:24 ",2021-06-14 17:41:24," 14-6-2021","17:41:24 ","NPQ_1",0.74032942350886,120
"205"," 14-6-2021 17:41:24 ",2021-06-14 17:41:24," 14-6-2021","17:41:24 ","NPQ_2",0.383836880488168,300
"206"," 14-6-2021 17:41:24 ",2021-06-14 17:41:24," 14-6-2021","17:41:24 ","NPQ_3",0.313957322530501,420
"207"," 14-6-2021 17:41:24 ",2021-06-14 17:41:24," 14-6-2021","17:41:24 ","NPQ_4",0.220476919711223,600
"208"," 14-6-2021 17:41:24 ",2021-06-14 17:41:24," 14-6-2021","17:41:24 ","NPQ_5",0.178553320939665,1200
